row,col,cell_id,split
2,109,r2_c109,validation
2,110,r2_c110,validation
2,111,r2_c111,validation
2,112,r2_c112,validation
2,113,r2_c113,validation
2,114,r2_c114,validation
2,115,r2_c115,validation
2,116,r2_c116,validation
2,117,r2_c117,validation
2,118,r2_c118,validation
2,119,r2_c119,validation
2,120,r2_c120,validation
2,121,r2_c121,validation
2,122,r2_c122,validation
2,123,r2_c123,validation
2,124,r2_c124,validation
2,125,r2_c125,validation
2,126,r2_c126,validation
3,0,r3_c0,train
3,1,r3_c1,train
3,2,r3_c2,train
3,3,r3_c3,train
3,4,r3_c4,train
3,5,r3_c5,train
3,6,r3_c6,train
3,7,r3_c7,train
3,8,r3_c8,train
3,9,r3_c9,train
3,10,r3_c10,train
3,11,r3_c11,train
3,12,r3_c12,train
3,13,r3_c13,train
3,14,r3_c14,train
3,15,r3_c15,train
3,16,r3_c16,train
3,17,r3_c17,train
3,18,r3_c18,train
3,19,r3_c19,train
3,20,r3_c20,train
3,21,r3_c21,train
3,22,r3_c22,train
3,23,r3_c23,train
3,24,r3_c24,train
3,25,r3_c25,train
3,26,r3_c26,train
3,27,r3_c27,train
3,28,r3_c28,train
3,29,r3_c29,train
3,30,r3_c30,train
3,31,r3_c31,train
3,32,r3_c32,train
3,33,r3_c33,train
3,34,r3_c34,train
3,35,r3_c35,train
3,36,r3_c36,train
3,37,r3_c37,train
3,38,r3_c38,train
3,39,r3_c39,train
3,40,r3_c40,train
3,41,r3_c41,train
3,42,r3_c42,train
3,43,r3_c43,train
3,44,r3_c44,train
3,45,r3_c45,train
3,46,r3_c46,train
3,47,r3_c47,train
3,48,r3_c48,train
3,49,r3_c49,train
3,50,r3_c50,train
3,51,r3_c51,train
3,52,r3_c52,train
3,53,r3_c53,train
3,54,r3_c54,train
3,55,r3_c55,train
3,56,r3_c56,train
3,57,r3_c57,train
3,58,r3_c58,train
3,59,r3_c59,train
3,60,r3_c60,train
3,61,r3_c61,train
3,62,r3_c62,train
3,63,r3_c63,train
3,64,r3_c64,train
3,65,r3_c65,train
3,66,r3_c66,train
3,67,r3_c67,train
3,68,r3_c68,train
3,69,r3_c69,train
3,70,r3_c70,train
3,71,r3_c71,train
3,72,r3_c72,train
3,73,r3_c73,train
3,74,r3_c74,train
3,75,r3_c75,train
3,76,r3_c76,train
3,77,r3_c77,train
3,78,r3_c78,train
3,79,r3_c79,train
3,80,r3_c80,dropped
3,81,r3_c81,dropped
3,82,r3_c82,dropped
3,83,r3_c83,dropped
3,84,r3_c84,dropped
3,85,r3_c85,dropped
3,86,r3_c86,dropped
3,87,r3_c87,dropped
3,88,r3_c88,dropped
3,89,r3_c89,dropped
3,90,r3_c90,dropped
3,91,r3_c91,dropped
3,92,r3_c92,dropped
3,93,r3_c93,dropped
3,94,r3_c94,dropped
3,95,r3_c95,dropped
3,96,r3_c96,validation
3,97,r3_c97,validation
3,98,r3_c98,validation
3,99,r3_c99,validation
3,100,r3_c100,validation
3,101,r3_c101,validation
3,102,r3_c102,validation
3,103,r3_c103,validation
3,104,r3_c104,validation
3,105,r3_c105,validation
3,106,r3_c106,validation
3,107,r3_c107,validation
3,108,r3_c108,validation
3,109,r3_c109,validation
3,110,r3_c110,validation
3,111,r3_c111,validation
3,112,r3_c112,validation
3,113,r3_c113,validation
3,114,r3_c114,validation
3,115,r3_c115,validation
3,116,r3_c116,validation
3,117,r3_c117,validation
3,118,r3_c118,validation
3,119,r3_c119,validation
3,120,r3_c120,validation
3,121,r3_c121,validation
3,122,r3_c122,validation
3,123,r3_c123,validation
3,124,r3_c124,validation
3,125,r3_c125,validation
3,126,r3_c126,validation
4,0,r4_c0,train
4,1,r4_c1,train
4,2,r4_c2,train
4,3,r4_c3,train
4,4,r4_c4,train
4,5,r4_c5,train
4,6,r4_c6,train
4,7,r4_c7,train
4,8,r4_c8,train
4,9,r4_c9,train
4,10,r4_c10,train
4,11,r4_c11,train
4,12,r4_c12,train
4,13,r4_c13,train
4,14,r4_c14,train
4,15,r4_c15,train
4,16,r4_c16,train
4,17,r4_c17,train
4,18,r4_c18,train
4,19,r4_c19,train
4,20,r4_c20,train
4,21,r4_c21,train
4,22,r4_c22,train
4,23,r4_c23,train
4,24,r4_c24,train
4,25,r4_c25,train
4,26,r4_c26,train
4,27,r4_c27,train
4,28,r4_c28,train
4,29,r4_c29,train
4,30,r4_c30,train
4,31,r4_c31,train
4,32,r4_c32,train
4,33,r4_c33,train
4,34,r4_c34,train
4,35,r4_c35,train
4,36,r4_c36,train
4,37,r4_c37,train
4,38,r4_c38,train
4,39,r4_c39,train
4,40,r4_c40,train
4,41,r4_c41,train
4,42,r4_c42,train
4,43,r4_c43,train
4,44,r4_c44,train
4,45,r4_c45,train
4,46,r4_c46,train
4,47,r4_c47,train
4,48,r4_c48,train
4,49,r4_c49,train
4,50,r4_c50,train
4,51,r4_c51,train
4,52,r4_c52,train
4,53,r4_c53,train
4,54,r4_c54,train
4,55,r4_c55,train
4,56,r4_c56,train
4,57,r4_c57,train
4,58,r4_c58,train
4,59,r4_c59,train
4,60,r4_c60,train
4,61,r4_c61,train
4,62,r4_c62,train
4,63,r4_c63,train
4,64,r4_c64,train
4,65,r4_c65,train
4,66,r4_c66,train
4,67,r4_c67,train
4,68,r4_c68,train
4,69,r4_c69,train
4,70,r4_c70,train
4,71,r4_c71,train
4,72,r4_c72,train
4,73,r4_c73,train
4,74,r4_c74,train
4,75,r4_c75,train
4,76,r4_c76,train
4,77,r4_c77,train
4,78,r4_c78,train
4,79,r4_c79,train
4,80,r4_c80,dropped
4,81,r4_c81,dropped
4,82,r4_c82,dropped
4,83,r4_c83,dropped
4,84,r4_c84,dropped
4,85,r4_c85,dropped
4,86,r4_c86,dropped
4,87,r4_c87,dropped
4,88,r4_c88,dropped
4,89,r4_c89,dropped
4,90,r4_c90,dropped
4,91,r4_c91,dropped
4,92,r4_c92,dropped
4,93,r4_c93,dropped
4,94,r4_c94,dropped
4,95,r4_c95,dropped
4,96,r4_c96,validation
4,97,r4_c97,validation
4,98,r4_c98,validation
4,99,r4_c99,validation
4,100,r4_c100,validation
4,101,r4_c101,validation
4,102,r4_c102,validation
4,103,r4_c103,validation
4,104,r4_c104,validation
4,105,r4_c105,validation
4,106,r4_c106,validation
4,107,r4_c107,validation
4,108,r4_c108,validation
4,109,r4_c109,validation
4,110,r4_c110,validation
4,111,r4_c111,validation
4,112,r4_c112,validation
4,113,r4_c113,validation
4,114,r4_c114,validation
4,115,r4_c115,validation
4,116,r4_c116,validation
4,117,r4_c117,validation
4,118,r4_c118,validation
4,119,r4_c119,validation
4,120,r4_c120,validation
4,121,r4_c121,validation
4,122,r4_c122,validation
4,123,r4_c123,validation
4,124,r4_c124,validation
4,125,r4_c125,validation
4,126,r4_c126,validation
5,0,r5_c0,train
5,1,r5_c1,train
5,2,r5_c2,train
5,3,r5_c3,train
5,4,r5_c4,train
5,5,r5_c5,train
5,6,r5_c6,train
5,7,r5_c7,train
5,8,r5_c8,train
5,9,r5_c9,train
5,10,r5_c10,train
5,11,r5_c11,train
5,12,r5_c12,train
5,13,r5_c13,train
5,14,r5_c14,train
5,15,r5_c15,train
5,16,r5_c16,train
5,17,r5_c17,train
5,18,r5_c18,train
5,19,r5_c19,train
5,20,r5_c20,train
5,21,r5_c21,train
5,22,r5_c22,train
5,23,r5_c23,train
5,24,r5_c24,train
5,25,r5_c25,train
5,26,r5_c26,train
5,27,r5_c27,train
5,28,r5_c28,train
5,29,r5_c29,train
5,30,r5_c30,train
5,31,r5_c31,train
5,32,r5_c32,train
5,33,r5_c33,train
5,34,r5_c34,train
5,35,r5_c35,train
5,36,r5_c36,train
5,37,r5_c37,train
5,38,r5_c38,train
5,39,r5_c39,train
5,40,r5_c40,train
5,41,r5_c41,train
5,42,r5_c42,train
5,43,r5_c43,train
5,44,r5_c44,train
5,45,r5_c45,train
5,46,r5_c46,train
5,47,r5_c47,train
5,48,r5_c48,train
5,49,r5_c49,train
5,50,r5_c50,train
5,51,r5_c51,train
5,52,r5_c52,train
5,53,r5_c53,train
5,54,r5_c54,train
5,55,r5_c55,train
5,56,r5_c56,train
5,57,r5_c57,train
5,58,r5_c58,train
5,59,r5_c59,train
5,60,r5_c60,train
5,61,r5_c61,train
5,62,r5_c62,train
5,63,r5_c63,train
5,64,r5_c64,train
5,65,r5_c65,train
5,66,r5_c66,train
5,67,r5_c67,train
5,68,r5_c68,train
5,69,r5_c69,train
5,70,r5_c70,train
5,71,r5_c71,train
5,72,r5_c72,train
5,73,r5_c73,train
5,74,r5_c74,train
5,75,r5_c75,train
5,76,r5_c76,train
5,77,r5_c77,train
5,78,r5_c78,train
5,79,r5_c79,train
5,80,r5_c80,dropped
5,81,r5_c81,dropped
5,82,r5_c82,dropped
5,83,r5_c83,dropped
5,84,r5_c84,dropped
5,85,r5_c85,dropped
5,86,r5_c86,dropped
5,87,r5_c87,dropped
5,88,r5_c88,dropped
5,89,r5_c89,dropped
5,90,r5_c90,dropped
5,91,r5_c91,dropped
5,92,r5_c92,dropped
5,93,r5_c93,dropped
5,94,r5_c94,dropped
5,95,r5_c95,dropped
5,96,r5_c96,validation
5,97,r5_c97,validation
5,98,r5_c98,validation
5,99,r5_c99,validation
5,100,r5_c100,validation
5,101,r5_c101,validation
5,102,r5_c102,validation
5,103,r5_c103,validation
5,104,r5_c104,validation
5,105,r5_c105,validation
5,106,r5_c106,validation
5,107,r5_c107,validation
5,108,r5_c108,validation
5,109,r5_c109,validation
5,110,r5_c110,validation
5,111,r5_c111,validation
5,112,r5_c112,validation
5,113,r5_c113,validation
5,114,r5_c114,validation
5,115,r5_c115,validation
5,116,r5_c116,validation
5,117,r5_c117,validation
5,118,r5_c118,validation
5,119,r5_c119,validation
5,120,r5_c120,validation
5,121,r5_c121,validation
5,122,r5_c122,validation
5,123,r5_c123,validation
5,124,r5_c124,validation
5,125,r5_c125,validation
5,126,r5_c126,validation
6,0,r6_c0,train
6,1,r6_c1,train
6,2,r6_c2,train
6,3,r6_c3,train
6,4,r6_c4,train
6,5,r6_c5,train
6,6,r6_c6,train
6,7,r6_c7,train
6,8,r6_c8,train
6,9,r6_c9,train
6,10,r6_c10,train
6,11,r6_c11,train
6,12,r6_c12,train
6,13,r6_c13,train
6,14,r6_c14,train
6,15,r6_c15,train
6,16,r6_c16,train
6,17,r6_c17,train
6,18,r6_c18,train
6,19,r6_c19,train
6,20,r6_c20,train
6,21,r6_c21,train
6,22,r6_c22,train
6,23,r6_c23,train
6,24,r6_c24,train
6,25,r6_c25,train
6,26,r6_c26,train
6,27,r6_c27,train
6,28,r6_c28,train
6,29,r6_c29,train
6,30,r6_c30,train
6,31,r6_c31,train
6,32,r6_c32,train
6,33,r6_c33,train
6,34,r6_c34,train
6,35,r6_c35,train
6,36,r6_c36,train
6,37,r6_c37,train
6,38,r6_c38,train
6,39,r6_c39,train
6,40,r6_c40,train
6,41,r6_c41,train
6,42,r6_c42,train
6,43,r6_c43,train
6,44,r6_c44,train
6,45,r6_c45,train
6,46,r6_c46,train
6,47,r6_c47,train
6,48,r6_c48,train
6,49,r6_c49,train
6,50,r6_c50,train
6,51,r6_c51,train
6,52,r6_c52,train
6,53,r6_c53,train
6,54,r6_c54,train
6,55,r6_c55,train
6,56,r6_c56,train
6,57,r6_c57,train
6,58,r6_c58,train
6,59,r6_c59,train
6,60,r6_c60,train
6,61,r6_c61,train
6,62,r6_c62,train
6,63,r6_c63,train
6,64,r6_c64,train
6,65,r6_c65,train
6,66,r6_c66,train
6,67,r6_c67,train
6,68,r6_c68,train
6,69,r6_c69,train
6,70,r6_c70,train
6,71,r6_c71,train
6,72,r6_c72,train
6,73,r6_c73,train
6,74,r6_c74,train
6,75,r6_c75,train
6,76,r6_c76,train
6,77,r6_c77,train
6,78,r6_c78,train
6,79,r6_c79,train
6,80,r6_c80,dropped
6,81,r6_c81,dropped
6,82,r6_c82,dropped
6,83,r6_c83,dropped
6,84,r6_c84,dropped
6,85,r6_c85,dropped
6,86,r6_c86,dropped
6,87,r6_c87,dropped
6,88,r6_c88,dropped
6,89,r6_c89,dropped
6,90,r6_c90,dropped
6,91,r6_c91,dropped
6,92,r6_c92,dropped
6,93,r6_c93,dropped
6,94,r6_c94,dropped
6,95,r6_c95,dropped
6,96,r6_c96,validation
6,97,r6_c97,validation
6,98,r6_c98,validation
6,99,r6_c99,validation
6,100,r6_c100,validation
6,101,r6_c101,validation
6,102,r6_c102,validation
6,103,r6_c103,validation
6,104,r6_c104,validation
6,105,r6_c105,validation
6,106,r6_c106,validation
6,107,r6_c107,validation
6,108,r6_c108,validation
6,109,r6_c109,validation
6,110,r6_c110,validation
6,111,r6_c111,validation
6,112,r6_c112,validation
6,113,r6_c113,validation
6,114,r6_c114,validation
6,115,r6_c115,validation
6,116,r6_c116,validation
6,117,r6_c117,validation
6,118,r6_c118,validation
6,119,r6_c119,validation
6,120,r6_c120,validation
6,121,r6_c121,validation
6,122,r6_c122,validation
6,123,r6_c123,validation
6,124,r6_c124,validation
6,125,r6_c125,validation
6,126,r6_c126,validation
7,0,r7_c0,train
7,1,r7_c1,train
7,2,r7_c2,train
7,3,r7_c3,train
7,4,r7_c4,train
7,5,r7_c5,train
7,6,r7_c6,train
7,7,r7_c7,train
7,8,r7_c8,train
7,9,r7_c9,train
7,10,r7_c10,train
7,11,r7_c11,train
7,12,r7_c12,train
7,13,r7_c13,train
7,14,r7_c14,train
7,15,r7_c15,train
7,16,r7_c16,train
7,17,r7_c17,train
7,18,r7_c18,train
7,19,r7_c19,train
7,20,r7_c20,train
7,21,r7_c21,train
7,22,r7_c22,train
7,23,r7_c23,train
7,24,r7_c24,train
7,25,r7_c25,train
7,26,r7_c26,train
7,27,r7_c27,train
7,28,r7_c28,train
7,29,r7_c29,train
7,30,r7_c30,train
7,31,r7_c31,train
7,32,r7_c32,train
7,33,r7_c33,train
7,34,r7_c34,train
7,35,r7_c35,train
7,36,r7_c36,train
7,37,r7_c37,train
7,38,r7_c38,train
7,39,r7_c39,train
7,40,r7_c40,train
7,41,r7_c41,train
7,42,r7_c42,train
7,43,r7_c43,train
7,44,r7_c44,train
7,45,r7_c45,train
7,46,r7_c46,train
7,47,r7_c47,train
7,48,r7_c48,train
7,49,r7_c49,train
7,50,r7_c50,train
7,51,r7_c51,train
7,52,r7_c52,train
7,53,r7_c53,train
7,54,r7_c54,train
7,55,r7_c55,train
7,56,r7_c56,train
7,57,r7_c57,train
7,58,r7_c58,train
7,59,r7_c59,train
7,60,r7_c60,train
7,61,r7_c61,train
7,62,r7_c62,train
7,63,r7_c63,train
7,64,r7_c64,train
7,65,r7_c65,train
7,66,r7_c66,train
7,67,r7_c67,train
7,68,r7_c68,train
7,69,r7_c69,train
7,70,r7_c70,train
7,71,r7_c71,train
7,72,r7_c72,train
7,73,r7_c73,train
7,74,r7_c74,train
7,75,r7_c75,train
7,76,r7_c76,train
7,77,r7_c77,train
7,78,r7_c78,train
7,79,r7_c79,train
7,80,r7_c80,dropped
7,81,r7_c81,dropped
7,82,r7_c82,dropped
7,83,r7_c83,dropped
7,84,r7_c84,dropped
7,85,r7_c85,dropped
7,86,r7_c86,dropped
7,87,r7_c87,dropped
7,88,r7_c88,dropped
7,89,r7_c89,dropped
7,90,r7_c90,dropped
7,91,r7_c91,dropped
7,92,r7_c92,dropped
7,93,r7_c93,dropped
7,94,r7_c94,dropped
7,95,r7_c95,dropped
7,96,r7_c96,validation
7,97,r7_c97,validation
7,98,r7_c98,validation
7,99,r7_c99,validation
7,100,r7_c100,validation
7,101,r7_c101,validation
7,102,r7_c102,validation
7,103,r7_c103,validation
7,104,r7_c104,validation
7,105,r7_c105,validation
7,106,r7_c106,validation
7,107,r7_c107,validation
7,108,r7_c108,validation
7,109,r7_c109,validation
7,110,r7_c110,validation
7,111,r7_c111,validation
7,112,r7_c112,validation
7,113,r7_c113,validation
7,114,r7_c114,validation
7,115,r7_c115,validation
7,116,r7_c116,validation
7,117,r7_c117,validation
7,118,r7_c118,validation
7,119,r7_c119,validation
7,120,r7_c120,validation
7,121,r7_c121,validation
7,122,r7_c122,validation
7,123,r7_c123,validation
7,124,r7_c124,validation
7,125,r7_c125,validation
7,126,r7_c126,validation
8,0,r8_c0,train
8,1,r8_c1,train
8,2,r8_c2,train
8,3,r8_c3,train
8,4,r8_c4,train
8,5,r8_c5,train
8,6,r8_c6,train
8,7,r8_c7,train
8,8,r8_c8,dropped
8,9,r8_c9,dropped
8,10,r8_c10,dropped
8,11,r8_c11,dropped
8,12,r8_c12,dropped
8,13,r8_c13,dropped
8,14,r8_c14,dropped
8,15,r8_c15,dropped
8,16,r8_c16,dropped
8,17,r8_c17,dropped
8,18,r8_c18,dropped
8,19,r8_c19,dropped
8,20,r8_c20,dropped
8,21,r8_c21,dropped
8,22,r8_c22,dropped
8,23,r8_c23,dropped
8,24,r8_c24,dropped
8,25,r8_c25,dropped
8,26,r8_c26,dropped
8,27,r8_c27,dropped
8,28,r8_c28,dropped
8,29,r8_c29,dropped
8,30,r8_c30,dropped
8,31,r8_c31,dropped
8,32,r8_c32,dropped
8,33,r8_c33,dropped
8,34,r8_c34,dropped
8,35,r8_c35,dropped
8,36,r8_c36,dropped
8,37,r8_c37,dropped
8,38,r8_c38,dropped
8,39,r8_c39,dropped
8,40,r8_c40,dropped
8,41,r8_c41,dropped
8,42,r8_c42,dropped
8,43,r8_c43,dropped
8,44,r8_c44,dropped
8,45,r8_c45,dropped
8,46,r8_c46,dropped
8,47,r8_c47,dropped
8,48,r8_c48,dropped
8,49,r8_c49,dropped
8,50,r8_c50,dropped
8,51,r8_c51,dropped
8,52,r8_c52,dropped
8,53,r8_c53,dropped
8,54,r8_c54,dropped
8,55,r8_c55,dropped
8,56,r8_c56,dropped
8,57,r8_c57,dropped
8,58,r8_c58,dropped
8,59,r8_c59,dropped
8,60,r8_c60,dropped
8,61,r8_c61,dropped
8,62,r8_c62,dropped
8,63,r8_c63,dropped
8,64,r8_c64,train
8,65,r8_c65,train
8,66,r8_c66,train
8,67,r8_c67,train
8,68,r8_c68,train
8,69,r8_c69,train
8,70,r8_c70,train
8,71,r8_c71,train
8,72,r8_c72,train
8,73,r8_c73,train
8,74,r8_c74,train
8,75,r8_c75,train
8,76,r8_c76,train
8,77,r8_c77,train
8,78,r8_c78,train
8,79,r8_c79,train
8,80,r8_c80,dropped
8,81,r8_c81,dropped
8,82,r8_c82,dropped
8,83,r8_c83,dropped
8,84,r8_c84,dropped
8,85,r8_c85,dropped
8,86,r8_c86,dropped
8,87,r8_c87,dropped
8,88,r8_c88,dropped
8,89,r8_c89,dropped
8,90,r8_c90,dropped
8,91,r8_c91,dropped
8,92,r8_c92,dropped
8,93,r8_c93,dropped
8,94,r8_c94,dropped
8,95,r8_c95,dropped
8,96,r8_c96,validation
8,97,r8_c97,validation
8,98,r8_c98,validation
8,99,r8_c99,validation
8,100,r8_c100,validation
8,101,r8_c101,validation
8,102,r8_c102,validation
8,103,r8_c103,validation
8,104,r8_c104,validation
8,105,r8_c105,validation
8,106,r8_c106,validation
8,107,r8_c107,validation
8,108,r8_c108,validation
8,109,r8_c109,validation
8,110,r8_c110,validation
8,111,r8_c111,validation
8,112,r8_c112,validation
8,113,r8_c113,validation
8,114,r8_c114,validation
8,115,r8_c115,validation
8,116,r8_c116,validation
8,117,r8_c117,validation
8,118,r8_c118,validation
8,119,r8_c119,validation
8,120,r8_c120,validation
8,121,r8_c121,validation
8,122,r8_c122,validation
8,123,r8_c123,validation
8,124,r8_c124,validation
8,125,r8_c125,validation
8,126,r8_c126,validation
9,0,r9_c0,train
9,1,r9_c1,train
9,2,r9_c2,train
9,3,r9_c3,train
9,4,r9_c4,train
9,5,r9_c5,train
9,6,r9_c6,train
9,7,r9_c7,train
9,8,r9_c8,dropped
9,9,r9_c9,dropped
9,10,r9_c10,dropped
9,11,r9_c11,dropped
9,12,r9_c12,dropped
9,13,r9_c13,dropped
9,14,r9_c14,dropped
9,15,r9_c15,dropped
9,16,r9_c16,dropped
9,17,r9_c17,dropped
9,18,r9_c18,dropped
9,19,r9_c19,dropped
9,20,r9_c20,dropped
9,21,r9_c21,dropped
9,22,r9_c22,dropped
9,23,r9_c23,dropped
9,24,r9_c24,dropped
9,25,r9_c25,dropped
9,26,r9_c26,dropped
9,27,r9_c27,dropped
9,28,r9_c28,dropped
9,29,r9_c29,dropped
9,30,r9_c30,dropped
9,31,r9_c31,dropped
9,32,r9_c32,dropped
9,33,r9_c33,dropped
9,34,r9_c34,dropped
9,35,r9_c35,dropped
9,36,r9_c36,dropped
9,37,r9_c37,dropped
9,38,r9_c38,dropped
9,39,r9_c39,dropped
9,40,r9_c40,dropped
9,41,r9_c41,dropped
9,42,r9_c42,dropped
9,43,r9_c43,dropped
9,44,r9_c44,dropped
9,45,r9_c45,dropped
